name,light_years_from_earth,planet_mass,stellar_magnitude,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,pl_name,solar_system_name,planet_discovery_method,planet_orbital_inclination,host_temperature,host_radius,host_mass,right_ascension,declination
kepler-782 b,1458.0,10.4 Earths,12.843,Neptune-like,0.286 x Jupiter,0.5444 AU,158.7 days,0.0,kepler-739 b,Kepler-739,Transit,115.96,5601.0,0.9,0.93,19h20m16.32s,+46d34m44.95s
kepler-783 b,1683.0,0.399 Earths,14.153,Terrestrial,0.78 x Earth,0.0491 AU,4.3 days,0.0,kepler-74 b,Kepler-74,Transit,337.68,6000.0,1.12,1.18,19h32m22.21s,+41d21m19.83s
kepler-783 c,1683.0,6.04 Earths,14.153,Neptune-like,0.208 x Jupiter,0.0684 AU,7.1 days,0.0,kepler-740 b,Kepler-740,Transit,432.87,5438.0,0.87,0.91,19h05m55.74s,+46d41m32.84s
kepler-784 b,4253.0,3.12 Earths,13.392,Super Earth,1.58 x Earth,0.1967 AU,31.6 days,0.0,kepler-741 b,Kepler-741,Transit,461.99,6129.0,1.24,1.16,19h17m43.62s,+46d37m02.99s
kepler-785 b,2094.0,Unknown,16.315,Gas Giant,1.162 x Jupiter,0.025 AU,2 days,0.0,kepler-742 b,Kepler-742,Transit,38.1,4642.0,0.71,0.76,18h55m27.83s,+46d47m22.75s
kepler-786 b,1583.0,6.48 Earths,15.253,Neptune-like,0.217 x Jupiter,0.2548 AU,53.5 days,0.0,kepler-743 b,Kepler-743,Transit,397.25,5486.0,0.85,0.94,19h42m17.82s,+42d48m23.13s
kepler-787 b,1643.0,2.18 Earths,16.696,Super Earth,1.28 x Earth,0.0159 AU,0.9 days,0.0,kepler-744 b,Kepler-744,Transit,62.95,5594.0,0.93,0.94,19h45m59.05s,+47d10m58.03s
kepler-788 b,5793.0,7.04 Earths,15.45,Neptune-like,0.227 x Jupiter,0.0835 AU,8.4 days,0.0,kepler-745 b,Kepler-745,Transit,286.03,5849.0,1.04,1.04,19h25m59.87s,+37d03m33.33s
kepler-789 b,4828.0,5.14 Earths,14.723,Neptune-like,2.12 x Earth,0.0951 AU,8.6 days,0.0,kepler-746 b,Kepler-746,Transit,421.61,5418.0,0.93,0.91,19h22m43.73s,+37d21m18.57s
kepler-78 b,406.0,1.96716 Earths,11.717,Super Earth,1.121 x Earth,Unknown,0.4 days,0.0,kepler-747 b,Kepler-747,Transit,10.19,5096.0,0.78,0.82,19h13m39.96s,+41d01m47.34s
kepler-790 b,2294.0,5.39 Earths,15.534,Neptune-like,2.18 x Earth,0.101 AU,13.7 days,0.0,kepler-748 b,Kepler-748,Transit,439.78,5934.0,1.1,1.07,19h29m03.09s,+37d14m13.10s
kepler-791 b,4131.0,9.53 Earths,14.473,Neptune-like,0.272 x Jupiter,0.1256 AU,14.6 days,0.0,kepler-749 b,Kepler-749,Transit,24.63,5009.0,0.75,0.79,19h59m35.36s,+43d54m14.64s
kepler-792 b,4650.0,4.5 Earths,15.117,Super Earth,1.96 x Earth,0.0988 AU,11.3 days,0.0,kepler-75 b,Kepler-75,Transit,106.48,5200.0,0.89,0.91,19h24m33.03s,+36d34m38.44s
kepler-793 b,3215.0,2.45 Earths,14.742,Super Earth,1.37 x Earth,0.0491 AU,4.2 days,0.0,kepler-750 b,Kepler-750,Transit,255.74,6160.0,1.23,1.15,19h16m23.24s,+44d00m15.71s
kepler-794 b,3038.0,5.1 Earths,13.599,Neptune-like,2.11 x Earth,0.1036 AU,11.1 days,0.0,kepler-750 c,Kepler-750,Transit,778.59,6160.0,1.23,1.15,19h16m23.24s,+44d00m15.71s
kepler-795 b,1605.0,3.46 Earths,13.423,Super Earth,1.68 x Earth,0.1817 AU,29.6 days,0.0,kepler-751 b,Kepler-751,Transit,39.01,5387.0,0.84,0.87,19h39m22.51s,+44d04m39.67s
kepler-796 b,2667.0,2.24 Earths,13.175,Super Earth,1.3 x Earth,0.0662 AU,6.4 days,0.0,kepler-752 b,Kepler-752,Transit,45.28,5373.0,0.83,0.87,19h29m04.36s,+37d57m20.42s
kepler-797 b,4290.0,5.35 Earths,14.751,Neptune-like,2.17 x Earth,0.181 AU,27.1 days,0.0,kepler-753 b,Kepler-753,Transit,41.67,4346.0,0.65,0.68,19h27m36.78s,+37d54m08.52s
kepler-798 b,3172.0,6.3 Earths,14.221,Neptune-like,0.213 x Jupiter,0.1174 AU,13.7 days,0.0,kepler-754 b,Kepler-754,Transit,216.47,5935.0,1.08,1.06,19h33m00.99s,+37d50m46.15s
kepler-799 b,4923.0,37.9 Earths,15.166,Neptune-like,0.614 x Jupiter,0.5167 AU,133.5 days,0.0,kepler-755 b,Kepler-755,Transit,889.89,5043.0,0.77,0.82,19h47m26.62s,+41d05m50.34s
kepler-799 c,4923.0,8.15 Earths,15.166,Neptune-like,0.248 x Jupiter,0.1214 AU,15.2 days,0.0,kepler-755 c,Kepler-755,Transit,302.57,5043.0,0.77,0.82,19h47m26.62s,+41d05m50.34s
kepler-79 b,3330.0,10.9 Earths,14.036,Neptune-like,0.31 x Jupiter,0.117 AU,13.5 days,0.02,kepler-756 b,Kepler-756,Transit,2174.33,5282.0,0.79,0.82,19h22m25.91s,+41d12m03.94s
kepler-79 c,3330.0,5.9 Earths,14.036,Neptune-like,0.332 x Jupiter,0.187 AU,27.4 days,0.03,kepler-757 b,Kepler-757,Transit,3345.45,6014.0,1.13,1.08,19h46m43.32s,+41d23m11.50s
kepler-79 d,3330.0,6 Earths,14.036,Neptune-like,0.639 x Jupiter,0.287 AU,52.1 days,0.03,kepler-758 b,Kepler-758,Transit,349.19,6228.0,1.42,1.16,19h32m20.31s,+41d08m07.46s
kepler-79 e,3330.0,4.1 Earths,14.036,Neptune-like,0.311 x Jupiter,0.386 AU,81.1 days,0.01,kepler-758 c,Kepler-758,Transit,1211.82,6228.0,1.42,1.16,19h32m20.31s,+41d08m07.46s
kepler-7 b,3009.0,0.441 Jupiters,13.008,Gas Giant,1.622 x Jupiter,0.06067 AU,4.9 days,0.0,kepler-758 d,Kepler-758,Transit,173.17,6228.0,1.42,1.16,19h32m20.31s,+41d08m07.46s
kepler-800 b,3325.0,8.5 Earths,15.92,Neptune-like,0.254 x Jupiter,0.1106 AU,14.1 days,0.0,kepler-758 e,Kepler-758,Transit,588.4,6228.0,1.42,1.16,19h32m20.31s,+41d08m07.46s
kepler-801 b,1437.0,4.66 Earths,15.596,Super Earth,2.0 x Earth,0.0795 AU,11.4 days,0.0,kepler-759 b,Kepler-759,Transit,19.02,5860.0,1.04,1.04,19h20m31.54s,+41d22m53.16s
kepler-802 b,2546.0,12.3 Earths,15.01,Neptune-like,0.316 x Jupiter,0.2265 AU,40.1 days,0.0,kepler-76 b,Kepler-76,Orbital Brightness Modulation,3583.67,6409.0,1.32,1.2,19h36m46.11s,+39d37m08.30s
kepler-803 b,2087.0,13.8 Earths,13.856,Neptune-like,0.338 x Jupiter,0.2678 AU,50.3 days,0.0,kepler-760 b,Kepler-760,Transit,84.41,5322.0,0.85,0.89,19h10m22.37s,+44d10m45.94s
kepler-804 b,2119.0,4.42 Earths,13.864,Super Earth,1.94 x Earth,0.1137 AU,14.4 days,0.0,kepler-760 c,Kepler-760,Transit,453.65,5322.0,0.85,0.89,19h10m22.37s,+44d10m45.94s
kepler-804 c,2119.0,1.55 Earths,13.864,Super Earth,1.14 x Earth,0.0872 AU,9.7 days,0.0,kepler-761 b,Kepler-761,Transit,95.45,5706.0,0.93,0.95,19h22m00.86s,+44d08m37.05s
kepler-805 b,2083.0,8.7 Earths,12.586,Neptune-like,0.258 x Jupiter,0.1978 AU,30.9 days,0.0,kepler-762 b,Kepler-762,Transit,1065.73,5944.0,1.08,1.06,19h25m06.16s,+47d19m46.24s
kepler-806 b,1181.0,1.55 Earths,11.813,Super Earth,1.14 x Earth,0.0764 AU,8.1 days,0.0,kepler-763 b,Kepler-763,Transit,974.09,5166.0,0.8,0.84,19h28m34.69s,+47d09m26.50s
kepler-807 b,4870.0,0.242 Jupiters,15.194,Gas Giant,0.93 x Jupiter,0.4884 AU,117.9 days,0.0,kepler-764 b,Kepler-764,Transit,160.46,5557.0,0.89,0.92,19h49m34.35s,+47d09m52.49s
kepler-808 b,1047.0,2.73 Earths,14.519,Super Earth,1.46 x Earth,0.0116 AU,0.6 days,0.0,kepler-765 b,Kepler-765,Transit,48.95,5901.0,1.06,1.05,18h52m44.31s,+47d09m20.56s
kepler-809 b,3136.0,9.32 Earths,14.875,Neptune-like,0.269 x Jupiter,0.2901 AU,55.6 days,0.0,kepler-766 b,Kepler-766,Transit,227.15,5992.0,1.15,1.1,19h32m44.28s,+37d58m11.41s
kepler-80 b,1205.0,6.93 Earths,15.23,Neptune-like,0.238 x Jupiter,0.0648 AU,7.1 days,0.0,kepler-767 b,Kepler-767,Transit,9.37,5694.0,0.94,0.96,19h26m19.00s,+38d02m08.90s
kepler-80 c,1205.0,6.74 Earths,15.23,Neptune-like,0.244 x Jupiter,0.0792 AU,9.5 days,0.0,kepler-768 b,Kepler-768,Transit,40.59,5108.0,0.78,0.82,19h36m27.76s,+38d23m36.38s
kepler-80 d,1205.0,6.75 Earths,15.23,Super Earth,1.53 x Earth,0.0372 AU,3.1 days,0.0,kepler-769 b,Kepler-769,Transit,241.13,6186.0,1.28,1.19,19h30m51.14s,+38d21m29.41s
kepler-80 e,1205.0,4.13 Earths,15.23,Super Earth,1.6 x Earth,0.0491 AU,4.6 days,0.0,kepler-769 c,Kepler-769,Transit,86.76,6186.0,1.28,1.19,19h30m51.14s,+38d21m29.41s
kepler-80 f,1205.0,1.92 Earths,15.23,Super Earth,1.21 x Earth,0.0175 AU,1 days,0.0,kepler-77 b,Kepler-77,Transit,432.87,5520.0,0.99,0.95,19h18m25.91s,+44d20m43.56s
kepler-80 g,1205.0,1.51 Earths,15.23,Super Earth,1.13 x Earth,Unknown,14.6 days,0.0,kepler-770 b,Kepler-770,Transit,27.74,5598.0,0.92,0.94,19h05m57.71s,+38d22m29.54s
kepler-810 b,4758.0,4.38 Earths,15.73,Super Earth,1.93 x Earth,0.055 AU,4.6 days,0.0,kepler-770 c,Kepler-770,Transit,833.59,5598.0,0.92,0.94,19h05m57.71s,+38d22m29.54s
kepler-811 b,3213.0,7.75 Earths,14.046,Neptune-like,0.241 x Jupiter,0.1583 AU,23.6 days,0.0,kepler-770 d,Kepler-770,Transit,209.75,5598.0,0.92,0.94,19h05m57.71s,+38d22m29.54s
kepler-812 b,4837.0,12.3 Earths,13.815,Neptune-like,0.317 x Jupiter,0.1024 AU,10.1 days,0.0,kepler-771 b,Kepler-771,Transit,339.3,5906.0,1.05,1.03,19h09m46.59s,+38d05m18.31s
kepler-813 b,2740.0,5.22 Earths,14.646,Neptune-like,2.14 x Earth,0.1439 AU,19.1 days,0.0,kepler-772 b,Kepler-772,Transit,264.58,5714.0,1.11,0.98,19h25m41.66s,+38d12m59.62s
kepler-814 b,6706.0,5.14 Earths,14.859,Neptune-like,2.12 x Earth,0.0695 AU,6.1 days,0.0,kepler-773 b,Kepler-773,Transit,490.71,5850.0,1.01,1.04,19h23m32.31s,+38d03m27.19s
kepler-815 b,4108.0,15.8 Earths,13.438,Neptune-like,0.367 x Jupiter,0.0888 AU,8.6 days,0.0,kepler-774 b,Kepler-774,Transit,451.18,6403.0,2.42,1.57,19h24m07.65s,+38d12m42.82s
kepler-816 b,3209.0,0.234 Jupiters,16.365,Gas Giant,0.914 x Jupiter,0.0895 AU,10.5 days,0.0,kepler-775 b,Kepler-775,Transit,1496.75,5468.0,0.84,0.92,19h25m43.99s,+41d42m11.94s
kepler-817 b,4842.0,0.189 Jupiters,15.967,Gas Giant,0.806 x Jupiter,0.0493 AU,4 days,0.0,kepler-776 b,Kepler-776,Transit,135.08,5071.0,0.78,0.83,19h09m05.43s,+41d38m08.16s
kepler-818 b,3017.0,22.9 Earths,15.368,Neptune-like,0.456 x Jupiter,0.0886 AU,10 days,0.0,kepler-777 b,Kepler-777,Transit,33.95,4043.0,0.56,0.58,18h50m53.79s,+44d20m47.44s
kepler-819 b,2167.0,8.05 Earths,15.402,Neptune-like,0.246 x Jupiter,0.1894 AU,33.2 days,0.0,kepler-778 b,Kepler-778,Transit,216.57,5102.0,0.77,0.81,19h09m54.60s,+44d14m14.89s
kepler-81 b,1136.0,17.2 Earths,15.258,Super Earth,0.216 x Jupiter,0.0522 AU,6 days,0.0,kepler-779 b,Kepler-779,Transit,15.03,3804.0,0.44,0.46,19h02m30.84s,+44d18m38.83s
kepler-81 c,1136.0,4.3 Earths,15.258,Neptune-like,0.211 x Jupiter,0.08347 AU,12 days,0.0,kepler-78 b,Kepler-78,Transit,,5089.0,0.75,0.84,19h34m58.07s,+44d26m53.71s
kepler-81 d,1136.0,1.92 Earths,15.258,Super Earth,1.21 x Earth,0.128 AU,20.8 days,0.0,kepler-780 b,Kepler-780,Transit,4572.56,5769.0,1.02,1.01,18h47m03.92s,+44d17m32.96s
kepler-820 b,4525.0,30.8 Earths,14.135,Neptune-like,0.543 x Jupiter,0.5829 AU,127.8 days,0.0,kepler-781 b,Kepler-781,Transit,44.4,5162.0,0.78,0.81,19h10m36.86s,+47d24m53.19s
kepler-821 b,2005.0,2.27 Earths,15.153,Super Earth,1.31 x Earth,0.029 AU,1.9 days,0.0,kepler-782 b,Kepler-782,Transit,3.99,5867.0,1.01,0.98,19h15m28.38s,+47d45m34.09s
kepler-822 b,2807.0,3.78 Earths,14.75,Super Earth,1.77 x Earth,0.0412 AU,3.2 days,0.0,kepler-783 b,Kepler-783,Transit,229.1,5521.0,0.89,0.93,19h24m15.09s,+47d29m05.24s
kepler-823 b,4532.0,3.09 Earths,15.089,Super Earth,1.57 x Earth,0.0507 AU,4.2 days,0.0,kepler-783 c,Kepler-783,Transit,117.33,5411.49,0.87,0.94,19h24m15.09s,+47d29m05.24s
kepler-824 b,3919.0,4.16 Earths,15.051,Super Earth,1.87 x Earth,0.055 AU,4.5 days,0.0,kepler-784 b,Kepler-784,Transit,194.38,5674.0,1.32,1.0,19h43m40.96s,+47d26m55.02s
kepler-825 b,2635.0,2.96 Earths,14.296,Super Earth,1.53 x Earth,0.0453 AU,3.8 days,0.0,kepler-785 b,Kepler-785,Transit,163.86,4739.0,0.71,0.77,19h28m16.39s,+38d50m31.92s
kepler-825 c,2635.0,4.04 Earths,14.296,Super Earth,1.84 x Earth,0.0759 AU,8.2 days,0.0,kepler-786 b,Kepler-786,Transit,3.66,4838.0,0.74,0.81,19h34m58.54s,+38d56m21.20s
kepler-826 b,2543.0,2.1 Earths,13.644,Super Earth,1.25 x Earth,0.0528 AU,4.5 days,0.0,kepler-787 b,Kepler-787,Transit,493.55,4248.0,0.62,0.65,19h26m46.19s,+38d34m22.48s
kepler-827 b,6676.0,27 Earths,15.865,Neptune-like,0.502 x Jupiter,0.2742 AU,51.9 days,0.0,kepler-788 b,Kepler-788,Transit,357.19,6159.0,1.23,1.16,19h20m00.10s,+38d32m23.48s
kepler-828 b,1877.0,2.89 Earths,15.374,Super Earth,1.51 x Earth,0.0125 AU,0.6 days,0.0,kepler-789 b,Kepler-789,Transit,312.34,5870.0,1.02,1.01,19h43m54.04s,+38d56m47.90s
kepler-829 b,3503.0,5.1 Earths,14.973,Neptune-like,2.11 x Earth,0.0678 AU,6.9 days,0.0,kepler-79 b,Kepler-79,Transit,205.4,6174.0,1.3,1.17,20h02m04.11s,+44d22m53.58s
kepler-82 b,2950.0,12.15 Earths,15.131,Neptune-like,0.363 x Jupiter,0.1683 AU,26.4 days,0.0,kepler-79 c,Kepler-79,Transit,79.77,6174.0,1.3,1.17,20h02m04.11s,+44d22m53.58s
kepler-82 c,2950.0,13.9 Earths,15.131,Neptune-like,0.476 x Jupiter,0.2626 AU,51.5 days,0.01,kepler-79 d,Kepler-79,Transit,33.87,6174.0,1.3,1.17,20h02m04.11s,+44d22m53.58s
kepler-82 d,2950.0,3.78 Earths,15.131,Super Earth,1.77 x Earth,0.034 AU,2.4 days,0.0,kepler-79 e,Kepler-79,Transit,18.78,6174.0,1.3,1.17,20h02m04.11s,+44d22m53.58s
kepler-82 e,2950.0,6.66 Earths,15.131,Neptune-like,0.22 x Jupiter,0.063 AU,5.9 days,0.0,kepler-790 b,Kepler-790,Transit,38.27,5208.0,0.8,0.84,19h07m40.12s,+38d52m19.96s
kepler-82 f,2950.0,20.9 Earths,15.131,Neptune-like,0.432 x Jupiter,0.3395 AU,75.7 days,0.0,kepler-791 b,Kepler-791,Transit,140.06,6383.0,1.47,1.3,19h34m22.99s,+39d01m45.94s
kepler-830 b,3660.0,3.53 Earths,14.88,Super Earth,1.7 x Earth,0.1033 AU,11.3 days,0.0,kepler-792 b,Kepler-792,Transit,176.03,5971.0,1.12,1.09,19h28m01.64s,+38d49m14.52s
kepler-831 b,1936.0,2.15 Earths,13.751,Super Earth,1.27 x Earth,0.0603 AU,5.6 days,0.0,kepler-793 b,Kepler-793,Transit,617.41,5745.0,0.97,0.98,19h40m52.02s,+38d46m27.94s
kepler-832 b,5507.0,4.9 Earths,16.001,Super Earth,2.06 x Earth,0.075 AU,7.1 days,0.0,kepler-794 b,Kepler-794,Transit,299.97,5839.0,1.38,1.19,19h12m32.08s,+38d59m48.81s
kepler-833 b,1525.0,4.74 Earths,15.755,Super Earth,2.02 x Earth,0.1139 AU,18.8 days,0.0,kepler-795 b,Kepler-795,Transit,26.79,5631.0,0.96,0.94,19h24m04.56s,+38d32m44.06s
kepler-834 b,2068.0,4.74 Earths,16.211,Super Earth,2.02 x Earth,0.0862 AU,13.3 days,0.0,kepler-796 b,Kepler-796,Transit,962.26,5475.0,1.09,0.93,19h09m13.90s,+39d08m40.95s
kepler-835 b,7849.0,8.2 Earths,16.062,Neptune-like,0.249 x Jupiter,0.107 AU,11.4 days,0.0,kepler-797 b,Kepler-797,Transit,90.1,5680.0,0.95,0.96,19h48m50.14s,+41d46m53.92s
kepler-836 b,3197.0,7.9 Earths,14.672,Neptune-like,0.244 x Jupiter,0.1013 AU,11.4 days,0.0,kepler-798 b,Kepler-798,Transit,141.89,6224.0,1.29,1.19,19h29m54.79s,+42d08m32.22s
kepler-837 b,2942.0,7.08 Earths,15.576,Neptune-like,0.228 x Jupiter,0.1144 AU,16.6 days,0.0,kepler-799 b,Kepler-799,Transit,6.36,5681.0,0.93,0.95,19h08m41.98s,+44d52m42.51s
kepler-838 b,3601.0,7.9 Earths,15.424,Neptune-like,0.244 x Jupiter,0.1266 AU,15.7 days,0.0,kepler-799 c,Kepler-799,Transit,150.25,5588.0,1.59,1.03,19h08m41.98s,+44d52m42.51s
kepler-839 b,3081.0,7.13 Earths,13.693,Neptune-like,0.229 x Jupiter,0.2341 AU,37.8 days,0.0,kepler-8 b,Kepler-8,Transit,1444.88,6213.0,1.49,1.21,18h45m09.15s,+42d27m03.95s
kepler-83 b,1306.0,0.132 Jupiters,16.145,Gas Giant,0.252 x Jupiter,0.07295 AU,9.8 days,0.0,kepler-80 b,Kepler-80,Transit,54.38,4540.0,0.68,0.73,19h44m27.02s,+39d58m43.48s
kepler-83 c,1306.0,11.4 Earths,16.145,Super Earth,0.211 x Jupiter,0.11796 AU,20.1 days,0.0,kepler-80 c,Kepler-80,Transit,36.48,4540.0,0.68,0.73,19h44m27.02s,+39d58m43.48s
kepler-83 d,1306.0,24.6 Earths,16.145,Super Earth,1.94 x Earth,0.051 AU,5.2 days,0.0,kepler-80 d,Kepler-80,Transit,164.62,4540.0,0.68,0.73,19h44m27.02s,+39d58m43.48s
kepler-840 b,3661.0,135 Jupiters,14.35,Gas Giant,1.523 x Jupiter,0.0355 AU,2.5 days,0.0,kepler-80 e,Kepler-80,Transit,94.78,4540.0,0.68,0.73,19h44m27.02s,+39d58m43.48s
kepler-841 b,3259.0,23.8 Earths,15.791,Neptune-like,0.467 x Jupiter,0.479 AU,124.4 days,0.0,kepler-80 f,Kepler-80,Transit,750.96,4540.0,0.68,0.73,19h44m27.02s,+39d58m43.48s
kepler-842 b,1738.0,3.19 Earths,15.363,Super Earth,1.6 x Earth,0.0204 AU,1.2 days,0.0,kepler-80 g,Kepler-80,Transit,,4540.0,0.68,0.83,19h44m27.02s,+39d58m43.48s
kepler-843 b,3802.0,7.22 Earths,15.354,Neptune-like,0.231 x Jupiter,0.0313 AU,2.1 days,0.0,kepler-800 b,Kepler-800,Transit,44.87,5315.0,0.82,0.85,19h06m17.94s,+44d47m42.67s
kepler-844 b,1408.0,3.46 Earths,15.986,Super Earth,1.68 x Earth,0.0298 AU,2.6 days,0.0,kepler-801 b,Kepler-801,Transit,14.44,4435.0,0.63,0.67,19h04m18.04s,+44d39m52.66s
kepler-845 b,1406.0,4.82 Earths,14.903,Super Earth,2.04 x Earth,0.017 AU,0.9 days,0.0,kepler-802 b,Kepler-802,Transit,13.51,5507.0,0.9,0.93,19h04m03.79s,+45d00m27.87s
kepler-846 b,3677.0,6.71 Earths,15.684,Neptune-like,0.221 x Jupiter,0.1399 AU,19.8 days,0.0,kepler-803 b,Kepler-803,Transit,20.88,5919.0,1.12,1.05,19h56m53.20s,+44d41m38.05s
kepler-847 b,1674.0,1.76 Earths,14.998,Super Earth,1.18 x Earth,0.0315 AU,2.3 days,0.0,kepler-804 b,Kepler-804,Transit,83.43,5817.0,1.05,1.01,19h33m29.33s,+44d47m06.65s
kepler-848 b,4497.0,3.53 Earths,14.194,Super Earth,1.7 x Earth,0.072 AU,6.9 days,0.0,kepler-804 c,Kepler-804,Transit,141.84,5817.0,1.05,1.01,19h33m29.33s,+44d47m06.65s
kepler-849 b,2682.0,0.127 Jupiters,12.878,Gas Giant,0.637 x Jupiter,1.1088 AU,394.6 days,0.0,kepler-805 b,Kepler-805,Transit,86.47,6112.0,1.65,1.19,19h32m55.20s,+45d03m12.11s
kepler-84 b,3340.0,40 Earths,14.92,Super Earth,2.23 x Earth,0.0827 AU,8.7 days,0.0,kepler-806 b,Kepler-806,Transit,413.6,5770.0,1.16,0.99,19h44m01.73s,+44d51m12.85s
kepler-84 c,3340.0,20.2 Earths,14.92,Super Earth,0.211 x Jupiter,0.1072 AU,12.9 days,0.0,kepler-807 b,Kepler-807,Transit,7.45,5965.0,1.06,1.04,19h16m04.83s,+48d07m11.22s
kepler-84 d,3340.0,2.48 Earths,14.92,Super Earth,1.38 x Earth,0.052 AU,4.2 days,0.0,kepler-808 b,Kepler-808,Transit,726.72,4653.0,0.71,0.76,19h26m22.60s,+48d26m43.77s
kepler-84 e,3340.0,7.27 Earths,14.92,Neptune-like,0.232 x Jupiter,0.181 AU,27.4 days,0.0,kepler-809 b,Kepler-809,Transit,13.15,5734.0,0.98,0.99,19h16m20.07s,+48d01m05.05s
kepler-84 f,3340.0,5.48 Earths,14.92,Neptune-like,2.2 x Earth,0.25 AU,44.6 days,0.0,kepler-81 b,Kepler-81,Transit,39.95,4385.0,0.59,0.64,19h34m32.87s,+42d49m29.38s
kepler-850 b,5419.0,3.82 Earths,15.611,Super Earth,1.78 x Earth,0.0744 AU,7.2 days,0.0,kepler-81 c,Kepler-81,Transit,15.62,4385.0,0.59,0.64,19h34m32.87s,+42d49m29.38s
kepler-851 b,2738.0,3.46 Earths,15.172,Super Earth,1.68 x Earth,0.0802 AU,8.5 days,0.0,kepler-81 d,Kepler-81,Transit,7.51,4500.0,0.59,0.65,19h34m32.87s,+42d49m29.38s
kepler-852 b,5281.0,6.99 Earths,14.006,Neptune-like,0.227 x Jupiter,0.2654 AU,44.9 days,0.0,kepler-810 b,Kepler-810,Transit,350.6,5803.0,1.04,1.03,19h46m27.57s,+48d04m57.23s
kepler-853 b,1855.0,3.5 Earths,12.339,Super Earth,1.69 x Earth,0.0779 AU,7.2 days,0.0,kepler-811 b,Kepler-811,Transit,78.59,5747.0,1.24,1.01,19h01m41.80s,+47d50m04.41s
kepler-854 b,4557.0,132 Jupiters,13.417,Gas Giant,1.492 x Jupiter,0.0334 AU,2.1 days,0.0,kepler-812 b,Kepler-812,Transit,421.92,6761.0,1.71,1.45,19h15m25.27s,+48d12m30.66s
kepler-855 b,4914.0,0.166 Jupiters,15.157,Gas Giant,0.745 x Jupiter,0.0762 AU,7.9 days,0.0,kepler-813 b,Kepler-813,Transit,56.04,5743.0,0.93,0.95,19h02m39.04s,+48d26m07.17s
kepler-856 b,4408.0,0.199 Jupiters,15.594,Gas Giant,0.83 x Jupiter,0.0787 AU,8 days,0.0,kepler-814 b,Kepler-814,Transit,935.12,6162.0,1.22,1.15,18h59m38.53s,+48d25m53.72s
kepler-857 b,3208.0,37.2 Earths,15.167,Neptune-like,0.607 x Jupiter,0.3751 AU,85.4 days,0.0,kepler-815 b,Kepler-815,Transit,979.14,5028.0,3.42,1.25,19h00m53.07s,+47d52m52.69s
kepler-858 b,974.0,21.1 Earths,12.568,Neptune-like,0.434 x Jupiter,0.3403 AU,76.1 days,0.0,kepler-816 b,Kepler-816,Transit,50.56,5286.0,0.85,0.9,19h33m27.08s,+39d12m44.78s
kepler-859 b,2740.0,9.75 Earths,15.977,Neptune-like,0.276 x Jupiter,0.1345 AU,20.4 days,0.0,kepler-817 b,Kepler-817,Transit,550.2,5861.0,1.03,1.03,19h44m19.64s,+39d09m41.81s
kepler-85 b,2496.0,4.54 Earths,14.89,Super Earth,1.97 x Earth,0.0766 AU,8.3 days,0.0,kepler-818 b,Kepler-818,Transit,100.78,5638.0,0.92,0.94,19h44m56.43s,+39d22m13.03s
kepler-85 c,2496.0,20.9 Earths,14.89,Super Earth,2.18 x Earth,0.1007 AU,12.5 days,0.0,kepler-819 b,Kepler-819,Transit,9.91,5279.0,0.81,0.86,19h41m29.00s,+39d10m38.25s
kepler-85 d,2496.0,1.87 Earths,14.89,Super Earth,1.2 x Earth,0.13 AU,17.9 days,0.0,kepler-82 b,Kepler-82,Transit,19.56,5529.0,0.9,0.91,19h31m29.61s,+42d57m58.17s
kepler-85 e,2496.0,0.6 Earths,14.89,Super Earth,1.27 x Earth,0.163 AU,25.2 days,0.0,kepler-82 c,Kepler-82,Transit,8.04,5529.0,0.9,0.91,19h31m29.61s,+42d57m58.17s
kepler-860 b,3446.0,10.6 Earths,15.544,Neptune-like,0.289 x Jupiter,0.058 AU,5.1 days,0.0,kepler-82 d,Kepler-82,Transit,484.35,5428.0,0.95,0.96,19h31m29.61s,+42d57m58.17s
kepler-861 b,2774.0,5.82 Earths,15.993,Neptune-like,0.203 x Jupiter,0.0463 AU,3.9 days,0.0,kepler-82 e,Kepler-82,Transit,144.34,5428.0,0.95,0.96,19h31m29.61s,+42d57m58.17s
kepler-862 b,3389.0,5.52 Earths,15.601,Neptune-like,2.21 x Earth,0.039 AU,3.1 days,0.0,kepler-82 f,Kepler-82,Transit Timing Variations,,5529.0,0.9,0.91,19h31m29.61s,+42d57m58.17s
kepler-863 b,4892.0,8.75 Earths,15.567,Neptune-like,0.259 x Jupiter,0.122 AU,15.6 days,0.0,kepler-820 b,Kepler-820,Transit,16.23,6260.0,1.36,1.23,19h24m04.84s,+39d13m14.19s
kepler-864 b,6599.0,6.35 Earths,15.898,Neptune-like,0.214 x Jupiter,0.0687 AU,5.8 days,0.0,kepler-821 b,Kepler-821,Transit,496.82,5191.0,0.8,0.84,19h02m28.17s,+39d22m46.09s
kepler-865 b,1912.0,6.76 Earths,14.635,Neptune-like,0.222 x Jupiter,0.1057 AU,14.2 days,0.0,kepler-822 b,Kepler-822,Transit,535.19,5928.0,1.08,1.06,19h29m06.26s,+39d33m00.41s
kepler-866 b,2109.0,3.29 Earths,16.124,Super Earth,1.63 x Earth,0.0331 AU,2.6 days,0.0,kepler-823 b,Kepler-823,Transit,803.35,5643.0,0.96,0.98,18h58m19.82s,+39d13m12.63s
